depolarizing_raw,depolarizing_used,phase_damping,amplitude_damping,decoherence_level_raw,decoherence_level_norm,decision_score,channel_loss,entropy_norm,capacity_proxy,classical_baseline_risk,QCCI,early_warning_margin,state
0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.440892098500626e-16,3.8546534331706503e-31,1.0,0.0,0.0,0.8,stable
0.0,0.0,0.0,0.3,0.3,0.19999999999999998,0.76,0.08166998673296177,0.15484267195735335,0.6284316449650209,0.075,0.11660506347612604,0.6833949365238741,stable
0.0,0.0,0.0,0.6,0.6,0.39999999999999997,0.52,0.183772233983162,0.1717744551162516,0.5973074148655799,0.15,0.23621867563976542,0.5637813243602346,stable
0.0,0.0,0.3,0.0,0.3,0.19999999999999998,0.76,0.081669986732963,0.2040181652134785,0.5422357030269062,0.075,0.1362752607785766,0.6637247392214234,stable
0.0,0.0,0.3,0.3,0.6,0.39999999999999997,0.52,0.1499999999999998,0.2635448216233165,0.45355693803065295,0.15,0.2594179286493265,0.5405820713506735,stable
0.0,0.0,0.3,0.6,0.8999999999999999,0.6,0.28,0.23542486889354175,0.2344977967946414,0.49485356404897507,0.22499999999999998,0.35396906627527325,0.4460309337247268,stable
0.0,0.0,0.6,0.0,0.6,0.39999999999999997,0.52,0.18377223398316156,0.3441300591634621,0.35615466953726144,0.15,0.3051609172586494,0.49483908274135063,stable
0.0,0.0,0.6,0.3,0.8999999999999999,0.6,0.28,0.23542486889354075,0.35678711767749294,0.34288459264241666,0.22499999999999998,0.4028847946284135,0.39711520537158657,stable
0.0,0.0,0.6,0.6,1.2,0.7999999999999999,0.04000000000000015,0.3000000000000005,0.29139156715013076,0.41720619730384767,0.3,0.4745566268600525,0.32544337313994753,stable
0.0,0.0,0.9,0.0,0.9,0.6,0.28,0.34188611699158133,0.4633060819627082,0.24909566839438774,0.225,0.48807687958171586,0.3119231204182842,stable
0.0,0.0,0.9,0.3,1.2,0.7999999999999999,0.04000000000000015,0.3677124344467698,0.44064544961534613,0.2666185353138736,0.3,0.5613431536248463,0.23865684637515372,risky
0.0,0.0,0.9,0.6,1.5,1.0,0.0,0.40000000000000036,0.3441300591634616,0.35615466953726194,0.375,0.5976520236653848,0.2023479763346152,risky
0.049999999999999996,0.049999999999999996,0.0,0.0,0.049999999999999996,0.03333333333333333,0.96,0.06124999999999958,0.20856903051882178,0.5348830834604448,0.024999999999999998,0.06992761220752855,0.7300723877924715,stable
0.049999999999999996,0.049999999999999996,0.0,0.3,0.35,0.2333333333333333,0.72,0.13495716302649763,0.3032178400190024,0.40266371476780766,0.09999999999999999,0.20927000121820002,0.5907299987818,stable
0.049999999999999996,0.049999999999999996,0.0,0.6,0.65,0.43333333333333335,0.48,0.22710444116980433,0.30357497100488207,0.4022325347223861,0.175,0.3182717648698746,0.48172823513012547,stable
0.049999999999999996,0.049999999999999996,0.3,0.0,0.35,0.2333333333333333,0.72,0.1349571630264984,0.3445948152315703,0.3556584404243295,0.09999999999999999,0.2258207913032275,0.5741792086967725,stable
0.049999999999999996,0.049999999999999996,0.3,0.3,0.6499999999999999,0.4333333333333333,0.4800000000000001,0.19662500000000027,0.38743889570900275,0.3127607720799185,0.175,0.3396255582836012,0.46037444171639885,stable
0.049999999999999996,0.049999999999999996,0.3,0.6,0.95,0.6333333333333333,0.2400000000000001,0.2737209441764211,0.3530094336484732,0.34679262472802347,0.25,0.42869215112995773,0.3713078488700423,stable
0.049999999999999996,0.049999999999999996,0.6,0.0,0.65,0.43333333333333335,0.48,0.22710444116980388,0.45575920118087754,0.2547996819439317,0.175,0.3791454569402726,0.42085454305972747,stable
0.049999999999999996,0.049999999999999996,0.6,0.3,0.95,0.6333333333333333,0.2400000000000001,0.27372094417642057,0.4627296381750162,0.24952681003207935,0.25,0.4725802329405747,0.3274197670594253,stable
0.049999999999999996,0.049999999999999996,0.6,0.6,1.25,0.8333333333333334,0.0,0.33200000000000074,0.3989632647485981,0.30213244617770596,0.32499999999999996,0.5423853058994396,0.2576146941005605,stable
0.049999999999999996,0.049999999999999996,0.9,0.0,0.9500000000000001,0.6333333333333334,0.23999999999999988,0.36980222058490164,0.5537543747370062,0.18989896257018538,0.25,0.5474226381287631,0.2525773618712369,stable
0.049999999999999996,0.049999999999999996,0.9,0.3,1.25,0.8333333333333334,0.0,0.39311047208821004,0.5318746141434124,0.20278198502870529,0.325,0.619994034492649,0.18000596550735104,risky
0.049999999999999996,0.049999999999999996,0.9,0.6,1.5,1.0,0.0,0.42225000000000024,0.44222520859933445,0.26535794573554206,0.4,0.6457900834397339,0.15420991656026617,risky
0.09999999999999999,0.09999999999999999,0.0,0.0,0.09999999999999999,0.06666666666666667,0.92,0.1200000000000001,0.34847255804275123,0.35154495747633757,0.049999999999999996,0.16138902321710052,0.6386109767828996,stable
0.09999999999999999,0.09999999999999999,0.0,0.3,0.39999999999999997,0.26666666666666666,0.6799999999999999,0.18615268925369932,0.4142043405158213,0.28862903782272803,0.125,0.2861428119078083,0.5138571880921917,stable
0.09999999999999999,0.09999999999999999,0.0,0.6,0.7,0.4666666666666666,0.44000000000000006,0.2688555095263614,0.40313012043031415,0.2983791274595304,0.19999999999999998,0.38679425198267026,0.4132057480173298,stable
0.09999999999999999,0.09999999999999999,0.3,0.0,0.39999999999999997,0.26666666666666666,0.6799999999999999,0.18615268925370032,0.4498090813588075,0.2593887845707248,0.125,0.3003847082450032,0.49961529175499686,stable
0.09999999999999999,0.09999999999999999,0.3,0.3,0.7,0.4666666666666666,0.44000000000000006,0.24150000000000016,0.48003339907372666,0.2369040203683578,0.2,0.40661335962949074,0.3933866403705093,stable
0.09999999999999999,0.09999999999999999,0.3,0.6,1.0,0.6666666666666666,0.20000000000000007,0.3106941438037685,0.442136120741602,0.26542887572637486,0.275,0.49113210581814815,0.3088678941818519,stable
0.09999999999999999,0.09999999999999999,0.6,0.0,0.7,0.4666666666666666,0.44000000000000006,0.26885550952636217,0.5380634433776684,0.19905177143401082,0.19999999999999998,0.4407675811616122,0.35923241883838786,stable
0.09999999999999999,0.09999999999999999,0.6,0.3,1.0,0.6666666666666666,0.20000000000000007,0.31069414380376825,0.5405361854018841,0.19758062379268848,0.27499999999999997,0.530492131682261,0.2695078683177391,stable
0.09999999999999999,0.09999999999999999,0.6,0.6,1.2999999999999998,0.8666666666666666,0.0,0.36300000000000066,0.4790345825937996,0.2376149558967151,0.35,0.5968138330375201,0.20318616696247993,risky
0.09999999999999999,0.09999999999999999,0.9,0.0,1.0,0.6666666666666666,0.20000000000000007,0.39692775476318065,0.6179782660009454,0.15661968545355834,0.275,0.5959624083056504,0.20403759169434965,risky
0.09999999999999999,0.09999999999999999,0.9,0.3,1.3,0.8666666666666667,0.0,0.4178470719018841,0.5970389071075204,0.16677382575203198,0.35000000000000003,0.6659543916037618,0.13404560839623825,risky
0.09999999999999999,0.09999999999999999,0.9,0.6,1.5,1.0,0.0,0.4440000000000004,0.5142031652005944,0.21382240416176282,0.42500000000000004,0.6832812660802379,0.11671873391976217,risky
0.15,0.15,0.0,0.0,0.15,0.09999999999999999,0.88,0.17625000000000024,0.4601118301245674,0.2514941650334518,0.075,0.24054473204982704,0.559455267950173,stable
0.15,0.15,0.0,0.3,0.44999999999999996,0.3,0.64,0.23525656541456563,0.5062879253012619,0.21896053390087525,0.15,0.35461779628633094,0.4453822037136691,stable
0.15,0.15,0.0,0.6,0.75,0.5,0.4,0.3090254390528345,0.4872894844133658,0.23180275723947324,0.22499999999999998,0.44852596938648015,0.3514740306135199,stable
0.15,0.15,0.3,0.0,0.44999999999999996,0.3,0.64,0.2352565654145654,0.5372582522016341,0.19953317682478475,0.15,0.36700592704647983,0.4329940729535202,stable
0.15,0.15,0.3,0.3,0.75,0.5,0.4,0.2846249999999998,0.5577681253393908,0.18762605314402042,0.22499999999999998,0.4669572501357563,0.33304274986424376,stable
0.15,0.15,0.3,0.6,1.0499999999999998,0.6999999999999998,0.16000000000000025,0.34634446777558414,0.5179566447901867,0.21142817540393088,0.3,0.5477204450263082,0.2522795549736918,stable
0.15,0.15,0.6,0.0,0.75,0.5,0.4,0.30902543905283475,0.6070554114807432,0.16183690106562856,0.22499999999999998,0.4964323402134312,0.30356765978656886,stable
0.15,0.15,0.6,0.3,1.05,0.7000000000000001,0.15999999999999992,0.34634446777558314,0.6060360623015016,0.16233256349581043,0.3,0.5829522120308339,0.21704778796916613,risky
0.15,0.15,0.6,0.6,1.35,0.9,0.0,0.3930000000000007,0.5473456901027686,0.19358529350835527,0.375,0.6461382760411077,0.1538617239588923,risky
0.15,0.15,0.9,0.0,1.05,0.7000000000000001,0.15999999999999992,0.42326271952641703,0.671589647094642,0.13335121176631523,0.3,0.6399409466484236,0.16005905335157644,risky
0.15,0.15,0.9,0.3,1.35,0.9,0.0,0.4419222338877913,0.6517303822072652,0.14153741970865574,0.375,0.7074610464380227,0.09253895356197739,risky
0.15,0.15,0.9,0.6,1.5,1.0,0.0,0.4652500000000003,0.5756373386378802,0.17783270753800934,0.44999999999999996,0.7163549354551522,0.08364506454484788,risky
0.19999999999999998,0.19999999999999998,0.0,0.0,0.19999999999999998,0.13333333333333333,0.84,0.22999999999999932,0.5525902902962861,0.19056329719031184,0.09999999999999999,0.3110361161185142,0.4889638838814858,stable
0.19999999999999998,0.19999999999999998,0.0,0.3,0.5,0.3333333333333333,0.6000000000000001,0.2822687915090958,0.5845528193772773,0.17313936025973387,0.175,0.4167286443545492,0.38327135564545084,stable
0.19999999999999998,0.19999999999999998,0.0,0.6,0.7999999999999999,0.5333333333333333,0.36,0.3476142297492235,0.5602454120283871,0.1862368112919289,0.25,0.5051438567110442,0.2948561432889558,stable
0.19999999999999998,0.19999999999999998,0.3,0.0,0.5,0.3333333333333333,0.6000000000000001,0.2822687915090958,0.6116213787321819,0.1596351889387683,0.175,0.42755606809651103,0.372443931903489,stable
0.19999999999999998,0.19999999999999998,0.3,0.3,0.8,0.5333333333333333,0.36,0.32600000000000096,0.6246288906064583,0.15352579632814936,0.25,0.5222515562425837,0.27774844375741636,stable
0.19999999999999998,0.19999999999999998,0.3,0.6,1.1,0.7333333333333334,0.12,0.3806719160918669,0.584185112982869,0.17333045899236804,0.32499999999999996,0.5999428116298944,0.20005718837010567,risky
0.19999999999999998,0.19999999999999998,0.6,0.0,0.7999999999999999,0.5333333333333333,0.36,0.3476142297492244,0.6664243287743239,0.1354337096128358,0.25,0.5476154234094194,0.25238457659058067,stable
0.19999999999999998,0.19999999999999998,0.6,0.3,1.0999999999999999,0.7333333333333333,0.1200000000000001,0.3806719160918667,0.6627703334208326,0.13692649906993223,0.325,0.6313768998050797,0.16862310019492033,risky
0.19999999999999998,0.19999999999999998,0.6,0.6,1.4,0.9333333333333332,0.0,0.42200000000000104,0.6073553927800295,0.1616913224501848,0.4,0.6917421571120121,0.1082578428879879,risky
0.19999999999999998,0.19999999999999998,0.9,0.0,1.1,0.7333333333333334,0.12,0.4488071148746119,0.7179419141519434,0.11603937074847703,0.325,0.6806996116106221,0.11930038838937795,risky
0.19999999999999998,0.19999999999999998,0.9,0.3,1.4000000000000001,0.9333333333333335,0.0,0.46533595804593275,0.6992829387953111,0.1227201380572867,0.4,0.7458475587364977,0.05415244126350238,risky
0.19999999999999998,0.19999999999999998,0.9,0.6,1.5,1.0,0.0,0.4860000000000001,0.6298416190934759,0.15114360656220466,0.475,0.7463366476373905,0.05366335236260955,risky
0.24999999999999997,0.24999999999999997,0.0,0.0,0.24999999999999997,0.16666666666666666,0.8,0.28125,0.6304442896289357,0.15087058405561424,0.12499999999999999,0.3746777158515743,0.42532228414842577,stable
0.24999999999999997,0.24999999999999997,0.0,0.3,0.5499999999999999,0.36666666666666664,0.56,0.3271893675372908,0.6517979935908271,0.14150871399768655,0.19999999999999998,0.47359494445124717,0.3264050555487529,stable
0.24999999999999997,0.24999999999999997,0.0,0.6,0.85,0.5666666666666667,0.32000000000000006,0.3846218816155289,0.6242249018043333,0.15371197723552416,0.27499999999999997,0.5575387133679448,0.24246128663205524,risky
0.24999999999999997,0.24999999999999997,0.3,0.0,0.5499999999999999,0.36666666666666664,0.56,0.32718936753729133,0.6754788796248716,0.13180435184939976,0.19999999999999998,0.4830672988648651,0.31693270113513494,stable
0.24999999999999997,0.24999999999999997,0.3,0.3,0.8499999999999999,0.5666666666666665,0.3200000000000002,0.3656250000000002,0.6827338581594632,0.12896663203465777,0.27499999999999997,0.5733435432637852,0.22665645673621482,risky
0.24999999999999997,0.24999999999999997,0.3,0.6,1.15,0.7666666666666666,0.08000000000000007,0.41367648875261753,0.642722801686607,0.14541429480549045,0.35,0.6485597161756897,0.1514402838243103,risky
0.24999999999999997,0.24999999999999997,0.6,0.0,0.85,0.5666666666666667,0.32000000000000006,0.3846218816155291,0.7180716013590119,0.11599423306400972,0.27499999999999997,0.5950773931898165,0.2049226068101836,risky
0.24999999999999997,0.24999999999999997,0.6,0.3,1.15,0.7666666666666666,0.08000000000000007,0.4136764887526172,0.7125168982863698,0.11794336883327866,0.35,0.6764773548155948,0.12352264518440526,risky
0.24999999999999997,0.24999999999999997,0.6,0.6,1.45,0.9666666666666667,0.0,0.4500000000000005,0.6607643135874424,0.13775301540623355,0.42499999999999993,0.7343057254349772,0.06569427456502286,risky
0.24999999999999997,0.24999999999999997,0.9,0.0,1.15,0.7666666666666666,0.08000000000000007,0.473560940807764,0.7586486504654611,0.10269971353428198,0.35,0.71888383650929,0.08111616349071005,risky
0.24999999999999997,0.24999999999999997,0.9,0.3,1.45,0.9666666666666667,0.0,0.4880882443763078,0.7412908586300584,0.1081893251553471,0.425,0.7817516412025465,0.018248358797453568,risky
0.24999999999999997,0.24999999999999997,0.9,0.6,1.5,1.0,0.0,0.50625,0.6783888317822118,0.13065872662296885,0.5,0.7738555327128847,0.02614446728711539,risky
0.3,0.3,0.0,0.0,0.3,0.19999999999999998,0.76,0.3299999999999995,0.6964781712835616,0.12375709895933752,0.15,0.43259126851342444,0.3674087314865756,stable
0.3,0.3,0.0,0.3,0.6,0.39999999999999997,0.52,0.3700182934991507,0.7098677496290352,0.11888445203541115,0.22499999999999998,0.5259544172512743,0.2740455827487257,stable
0.3,0.3,0.0,0.6,0.8999999999999999,0.6,0.28,0.4200483946517489,0.6806650135650714,0.12976955690599465,0.3,0.6062853632867282,0.19371463671327183,risky
0.3,0.3,0.3,0.0,0.6,0.39999999999999997,0.52,0.3700182934991516,0.7305445289022741,0.11173407215406214,0.22499999999999998,0.5342251289605703,0.26577487103942976,stable
0.3,0.3,0.3,0.3,0.8999999999999999,0.6,0.28,0.4035000000000001,0.7334642384363972,0.1107596528089458,0.3,0.620785695374559,0.17921430462544108,risky
0.3,0.3,0.3,0.6,1.2,0.7999999999999999,0.04000000000000015,0.4453581857578349,0.6947696505365434,0.12439305208922041,0.375,0.6940511345177514,0.10594886548224869,risky
0.3,0.3,0.6,0.0,0.8999999999999999,0.6,0.28,0.4200483946517497,0.7632136861655556,0.10130281711425405,0.3,0.6393048323269221,0.1606951676730779,risky
0.3,0.3,0.6,0.3,1.2,0.7999999999999999,0.04000000000000015,0.44535818575783503,0.7563864659969937,0.10339906102026344,0.375,0.7186978607019315,0.08130213929806851,risky
0.3,0.3,0.6,0.6,1.5,1.0,0.0,0.47700000000000076,0.7086094007655499,0.11933409455747356,0.44999999999999996,0.7742437603062202,0.025756239693779825,risky
0.3,0.3,0.9,0.0,1.2,0.7999999999999999,0.04000000000000015,0.49752419732587483,0.7946749882213711,0.09217881337686319,0.375,0.7548796742188983,0.0451203257811017,risky
0.3,0.3,0.9,0.3,1.5,1.0,0.0,0.5101790928789176,0.7787000277721614,0.09670404148751204,0.45,0.8155516482604317,-0.01555164826043165,failure
0.3,0.3,0.9,0.6,1.5,1.0,0.0,0.5259999999999998,0.7222018471514844,0.11456584664035466,0.525,0.7992807388605937,0.0007192611394063464,risky
0.35,0.35,0.0,0.0,0.35,0.2333333333333333,0.72,0.37624999999999975,0.7526391283798364,0.1045680330810726,0.175,0.4855556513519345,0.31444434864806553,stable
0.35,0.35,0.0,0.3,0.6499999999999999,0.4333333333333333,0.4800000000000001,0.41075556939467606,0.7600994141601894,0.10225370576856879,0.25,0.5743419934219463,0.2256580065780538,risky
0.35,0.35,0.0,0.6,0.95,0.6333333333333333,0.2400000000000001,0.45389376885788624,0.7305906389472212,0.11171861703377378,0.32499999999999996,0.651793763122043,0.1482062368779571,risky
0.35,0.35,0.3,0.0,0.6499999999999999,0.4333333333333333,0.4800000000000001,0.4107555693946765,0.7780724354396125,0.09688628514064773,0.25,0.5815312019337155,0.2184687980662845,risky
0.35,0.35,0.3,0.3,0.95,0.6333333333333333,0.2400000000000001,0.43962500000000004,0.7778206497349834,0.09695949653225858,0.325,0.6649782598939934,0.13502174010600665,risky
0.35,0.35,0.3,0.6,1.25,0.8333333333333334,0.0,0.4757170071075213,0.7411690130006184,0.10822887957347285,0.4,0.736754408043256,0.06324559195674406,risky
0.35,0.35,0.6,0.0,0.95,0.6333333333333333,0.2400000000000001,0.45389376885788624,0.8027220758846103,0.08998014647993612,0.32499999999999996,0.6806463378969986,0.11935366210300147,risky
0.35,0.35,0.6,0.3,1.25,0.8333333333333334,0.0,0.47571700710752174,0.795157830741611,0.0920453864847677,0.39999999999999997,0.7583499351396531,0.04165006486034695,risky
0.35,0.35,0.6,0.6,1.5,1.0,0.0,0.5030000000000006,0.7515980267226778,0.10489514150241866,0.475,0.8018392106890715,-0.0018392106890714466,failure
0.35,0.35,0.9,0.0,1.25,0.8333333333333334,0.0,0.5206968844289431,0.8266695006001459,0.08374251362703049,0.4,0.7889465540116356,0.011053445988364441,risky
0.35,0.35,0.9,0.3,1.5,1.0,0.0,0.5316085035537605,0.8121396913638734,0.08747352751394451,0.47500000000000003,0.8374992779670536,-0.037499277967053546,failure
0.35,0.35,0.9,0.6,1.5,1.0,0.0,0.54525,0.7618851919925989,0.10170736334144691,0.55,0.8228540767970396,-0.022854076797039546,failure
0.39999999999999997,0.39999999999999997,0.0,0.0,0.39999999999999997,0.26666666666666666,0.6799999999999999,0.41999999999999993,0.8003833187615276,0.09061369156860304,0.19999999999999998,0.534153327504611,0.26584667249538907,stable
0.39999999999999997,0.39999999999999997,0.0,0.3,0.7,0.4666666666666666,0.44000000000000006,0.44940119522386623,0.8035236303428036,0.08976403445972365,0.27499999999999997,0.619169930226668,0.18083006977333205,risky
0.39999999999999997,0.39999999999999997,0.0,0.6,1.0,0.6666666666666666,0.20000000000000007,0.4861580042339386,0.7747786742799672,0.0978483915842891,0.35,0.6943746714055623,0.10562532859443774,risky
0.39999999999999997,0.39999999999999997,0.3,0.0,0.7,0.4666666666666666,0.44000000000000006,0.44940119522386623,0.8190380164170139,0.0856818681520946,0.27499999999999997,0.6253756846563521,0.17462431534364797,risky
0.39999999999999997,0.39999999999999997,0.3,0.3,1.0,0.6666666666666666,0.20000000000000007,0.47399999999999987,0.8165761559361331,0.08631702116752317,0.35,0.7062304623744532,0.09376953762554685,risky
0.39999999999999997,0.39999999999999997,0.3,0.6,1.2999999999999998,0.8666666666666666,0.0,0.5047529528016752,0.7825532060310673,0.09559262386807078,0.42499999999999993,0.7749224635330969,0.02507753646690314,risky
0.39999999999999997,0.39999999999999997,0.6,0.0,1.0,0.6666666666666666,0.20000000000000007,0.4861580042339386,0.8372661803477598,0.08112220633955027,0.35,0.7193696738326794,0.08063032616732069,risky
0.39999999999999997,0.39999999999999997,0.6,0.3,1.3,0.8666666666666667,0.0,0.5047529528016748,0.8294174221107609,0.08305499781621949,0.425,0.7936681499649743,0.006331850035025788,risky
0.39999999999999997,0.39999999999999997,0.6,0.6,1.5,1.0,0.0,0.5279999999999999,0.7902465627828958,0.09341160524116811,0.5,0.8272986251131582,-0.02729862511315817,failure
0.39999999999999997,0.39999999999999997,0.9,0.0,1.3,0.8666666666666667,0.0,0.5430790021169687,0.8551012512046224,0.07689582051065906,0.425,0.8192721013286365,-0.019272101328636437,failure
0.39999999999999997,0.39999999999999997,0.9,0.3,1.5,1.0,0.0,0.5523764764008374,0.8420593651569782,0.07996405198602916,0.5,0.8577743366231263,-0.057774336623126255,failure
0.39999999999999997,0.39999999999999997,0.9,0.6,1.5,1.0,0.0,0.564,0.7978617809532111,0.09130174827675873,0.575,0.8447447123812846,-0.044744712381284524,failure
0.44999999999999996,0.44999999999999996,0.0,0.0,0.44999999999999996,0.3,0.64,0.46124999999999994,0.8408575542720339,0.0802528773475939,0.22499999999999998,0.5788430217088135,0.22115697829118652,risky
0.44999999999999996,0.44999999999999996,0.0,0.3,0.75,0.5,0.4,0.4859551709867208,0.8409690432039244,0.08022603991322956,0.3,0.6607696856762582,0.1392303143237419,risky
0.44999999999999996,0.44999999999999996,0.0,0.6,1.0499999999999998,0.6999999999999998,0.16000000000000025,0.5168411007799071,0.8138421258707869,0.08702791257291788,0.375,0.7342732906602776,0.06572670933972247,risky
0.44999999999999996,0.44999999999999996,0.3,0.0,0.75,0.5,0.4,0.48595517098672103,0.8542325973575525,0.07709646938966948,0.3,0.6660751073377095,0.13392489266229057,risky
0.44999999999999996,0.44999999999999996,0.3,0.3,1.05,0.7000000000000001,0.15999999999999992,0.5066250000000003,0.8503542574281022,0.0779987270510299,0.375,0.744791702971241,0.05520829702875907,risky
0.44999999999999996,0.44999999999999996,0.3,0.6,1.35,0.9,0.0,0.5324660228402964,0.8194164074471553,0.08558465958574415,0.44999999999999996,0.8107529721149808,-0.010752972114980719,failure
0.44999999999999996,0.44999999999999996,0.6,0.0,1.0499999999999998,0.6999999999999998,0.16000000000000025,0.516841100779907,0.8673847679164555,0.07411374259536123,0.375,0.755690347478545,0.04430965252145502,risky
0.44999999999999996,0.44999999999999996,0.6,0.3,1.3499999999999999,0.8999999999999999,0.0,0.5324660228402962,0.8596283198553363,0.07585854222417375,0.45,0.8268377370782529,-0.026837737078252877,failure
0.44999999999999996,0.44999999999999996,0.6,0.6,1.5,1.0,0.0,0.5519999999999998,0.8249485584828757,0.08417597967529131,0.525,0.8507794233931503,-0.050779423393150225,failure
0.44999999999999996,0.44999999999999996,0.9,0.0,1.35,0.9,0.0,0.5646705503899534,0.8803269665660718,0.07129130562802177,0.44999999999999996,0.8479990067824101,-0.04799900678241009,failure
0.44999999999999996,0.44999999999999996,0.9,0.3,1.5,1.0,0.0,0.5724830114201479,0.8687958664311115,0.07380066037143383,0.5249999999999999,0.8765115511405037,-0.07651155114050368,failure
0.44999999999999996,0.44999999999999996,0.9,0.6,1.5,1.0,0.0,0.5822500000000003,0.8304397244437649,0.08280066606737621,0.6,0.8650758897775062,-0.06507588977750611,failure
0.49999999999999994,0.49999999999999994,0.0,0.0,0.49999999999999994,0.3333333333333333,0.6000000000000001,0.5000000000000002,0.8749999999999999,0.0724397570342515,0.24999999999999997,0.62,0.18000000000000005,risky
0.49999999999999994,0.49999999999999994,0.0,0.3,0.7999999999999999,0.5333333333333333,0.36,0.5204174966832406,0.8731226862496694,0.07284888449961154,0.32499999999999996,0.699416073173164,0.10058392682683603,risky
0.49999999999999994,0.49999999999999994,0.0,0.6,1.0999999999999999,0.7333333333333333,0.1200000000000001,0.5459430584957908,0.8482778636375535,0.0784861116962791,0.39999999999999997,0.7716883688533378,0.02831163114666224,risky
0.49999999999999994,0.49999999999999994,0.3,0.0,0.7999999999999999,0.5333333333333333,0.36,0.5204174966832407,0.884318171249802,0.07044278113913843,0.32499999999999996,0.7038942671732171,0.09610573282678292,risky
0.49999999999999994,0.49999999999999994,0.3,0.3,1.0999999999999999,0.7333333333333333,0.1200000000000001,0.5375000000000001,0.879673188543054,0.0714312689070832,0.39999999999999997,0.7808692754172216,0.019130724582778424,risky
0.49999999999999994,0.49999999999999994,0.3,0.6,1.4,0.9333333333333332,0.0,0.5588562172233857,0.852155330686163,0.07757841931676288,0.475,0.8444046191638195,-0.044404619163819437,failure
