configuration,mean_qcci,max_qcci,fraction_failure,fraction_risky_or_worse
balanced,0.7883706107367069,1.0,0.5933333333333334,0.8366666666666667
entropy_focused,0.8097327390861995,1.0,0.6333333333333333,0.8633333333333333
loss_focused,0.761772999614176,0.9750000000000001,0.5533333333333333,0.82
